Data,TableID,Year,HoldingPeriod,TransactionType,AssetType,TimeHeld,Series,Value
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,3 years under 4 years,SalesPrice,75257535
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,3 years under 4 years,Basis,51437964
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,3 years under 4 years,Gain,21167974
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,3 years under 4 years,NumberOfTransactions,1865438
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,3 years under 4 years,SalesPrice,20504791
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,3 years under 4 years,Basis,23555028
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,3 years under 4 years,Loss,3058506
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,4 years under 5 years,NumberOfTransactions,3251245
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,4 years under 5 years,SalesPrice,56832557
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,4 years under 5 years,Basis,38194506
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,4 years under 5 years,Gain,16234549
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,4 years under 5 years,NumberOfTransactions,1655327
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,4 years under 5 years,SalesPrice,17436837
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,4 years under 5 years,Basis,20934689
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,4 years under 5 years,Loss,3496891
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,5 years under 10 years,NumberOfTransactions,6934444
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,5 years under 10 years,SalesPrice,203902039
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,5 years under 10 years,Basis,108611931
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,5 years under 10 years,Gain,76642752
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,5 years under 10 years,NumberOfTransactions,5734163
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,5 years under 10 years,SalesPrice,30961898
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,5 years under 10 years,Basis,48921712
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,5 years under 10 years,Loss,17995641
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,10 years under 15 years,NumberOfTransactions,2239406
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,10 years under 15 years,SalesPrice,76978988
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,10 years under 15 years,Basis,35638279
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,10 years under 15 years,Gain,32147533
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,10 years under 15 years,NumberOfTransactions,543225
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,10 years under 15 years,SalesPrice,5198443
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,10 years under 15 years,Basis,7602247
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,10 years under 15 years,Loss,2405262
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,15 years under 20 years,NumberOfTransactions,859516
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,15 years under 20 years,SalesPrice,46335313
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,15 years under 20 years,Basis,17943324
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,15 years under 20 years,Gain,24113251
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,15 years under 20 years,NumberOfTransactions,169019
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,15 years under 20 years,SalesPrice,4941548
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,15 years under 20 years,Basis,6087498
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,15 years under 20 years,Loss,1145950
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,20 years or more,NumberOfTransactions,1287171
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,20 years or more,SalesPrice,89065797
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,20 years or more,Basis,29241751
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,20 years or more,Gain,50162878
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,20 years or more,NumberOfTransactions,135532
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,20 years or more,SalesPrice,2570605
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,20 years or more,Basis,3768352
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,20 years or more,Loss,1197794
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,Holding period not determinable,NumberOfTransactions,30034027
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,Holding period not determinable,SalesPrice,457973492
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,Holding period not determinable,Basis,294115006
SOIIndividualPanel,Table4,2006,LongTerm,GainTransaction,AllAssets,Holding period not determinable,Gain,489144454
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,Holding period not determinable,NumberOfTransactions,6730941
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,Holding period not determinable,SalesPrice,97529731
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,Holding period not determinable,Basis,121082703
SOIIndividualPanel,Table4,2006,LongTerm,LossTransaction,AllAssets,Holding period not determinable,Loss,32796550
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,AllReturns,NumberOfTransactions,71223052.98
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,AllReturns,SalesPrice,1728666526
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,AllReturns,Basis,1599616766
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,AllReturns,Gain,117600001.4
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,AllReturns,NumberOfTransactions,47166207.66
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,AllReturns,SalesPrice,1468542982
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,AllReturns,Basis,1546123232
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,AllReturns,Loss,89048160.38
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Under 1 month,NumberOfTransactions,18512554.01
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Under 1 month,SalesPrice,352618525.5
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Under 1 month,Basis,337267344.8
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Under 1 month,Gain,16703153.79
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Under 1 month,NumberOfTransactions,13071263.06
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Under 1 month,SalesPrice,237053918
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Under 1 month,Basis,245804019.2
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Under 1 month,Loss,11478673.82
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 month under 2 months,NumberOfTransactions,6342608.54
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 month under 2 months,SalesPrice,80373531.09
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 month under 2 months,Basis,75147187.81
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 month under 2 months,Gain,5371733.57
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 month under 2 months,NumberOfTransactions,5022170.28
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 month under 2 months,SalesPrice,40094079.7
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 month under 2 months,Basis,48702179.73
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 month under 2 months,Loss,8563089.06
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,2 months under 3 months,NumberOfTransactions,4819942.23
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,2 months under 3 months,SalesPrice,56249608.91
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,2 months under 3 months,Basis,48994409.34
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,2 months under 3 months,Gain,7383695.21
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,2 months under 3 months,NumberOfTransactions,3744426.03
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,2 months under 3 months,SalesPrice,27417949.07
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,2 months under 3 months,Basis,32028772.75
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,2 months under 3 months,Loss,4602453.28
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,3 months under 4 months,NumberOfTransactions,4534428.7
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,3 months under 4 months,SalesPrice,45770206.17
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,3 months under 4 months,Basis,42731528.06
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,3 months under 4 months,Gain,3100072.04
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,3 months under 4 months,NumberOfTransactions,3329832.27
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,3 months under 4 months,SalesPrice,20947885.81
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,3 months under 4 months,Basis,24306792.58
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,3 months under 4 months,Loss,3346861.97
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,4 months under 5 months,NumberOfTransactions,3835966.16
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,4 months under 5 months,SalesPrice,35202679.36
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,4 months under 5 months,Basis,32311000.3
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,4 months under 5 months,Gain,2951741.96
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,4 months under 5 months,NumberOfTransactions,2799530.41
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,4 months under 5 months,SalesPrice,18278951.65
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,4 months under 5 months,Basis,21829157.21
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,4 months under 5 months,Loss,3553853.01
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,5 months under 6 months,NumberOfTransactions,3541319.78
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,5 months under 6 months,SalesPrice,31125299.34
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,5 months under 6 months,Basis,28925484.36
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,5 months under 6 months,Gain,2608243.72
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,5 months under 6 months,NumberOfTransactions,2342770.22
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,5 months under 6 months,SalesPrice,14343633.43
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,5 months under 6 months,Basis,16809517.68
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,5 months under 6 months,Loss,2460804.14
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,6 months under 7 months,NumberOfTransactions,4461803.03
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,6 months under 7 months,SalesPrice,51421757.56
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,6 months under 7 months,Basis,48584106.45
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,6 months under 7 months,Gain,3121109.78
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,6 months under 7 months,NumberOfTransactions,2443475.59
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,6 months under 7 months,SalesPrice,18852299.53
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,6 months under 7 months,Basis,23310518.34
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,6 months under 7 months,Loss,4504849.67
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,7 months under 8 months,NumberOfTransactions,3575622.64
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,7 months under 8 months,SalesPrice,25838554.74
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,7 months under 8 months,Basis,23100618.44
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,7 months under 8 months,Gain,2747012.44
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,7 months under 8 months,NumberOfTransactions,1844541.5
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,7 months under 8 months,SalesPrice,15178564.67
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,7 months under 8 months,Basis,17443360.96
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,7 months under 8 months,Loss,2250289.92
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,8 months under 9 months,NumberOfTransactions,3020052.22
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,8 months under 9 months,SalesPrice,19753237.61
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,8 months under 9 months,Basis,17560896.29
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,8 months under 9 months,Gain,2263391.44
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,8 months under 9 months,NumberOfTransactions,1740013.46
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,8 months under 9 months,SalesPrice,13959196.7
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,8 months under 9 months,Basis,16142161.51
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,8 months under 9 months,Loss,2170028.22
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,9 months under 10 months,NumberOfTransactions,3120389.92
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,9 months under 10 months,SalesPrice,23182662.42
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,9 months under 10 months,Basis,20924759.47
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,9 months under 10 months,Gain,2291225.33
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,9 months under 10 months,NumberOfTransactions,1707540.8
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,9 months under 10 months,SalesPrice,13579414.64
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,9 months under 10 months,Basis,15671074.81
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,9 months under 10 months,Loss,2090776.34
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,10 months under 11 months,NumberOfTransactions,2633640.83
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,10 months under 11 months,SalesPrice,17791561.21
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,10 months under 11 months,Basis,15755429.59
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,10 months under 11 months,Gain,2114475.57
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,10 months under 11 months,NumberOfTransactions,1732413.73
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,10 months under 11 months,SalesPrice,13752900.92
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,10 months under 11 months,Basis,15690430.26
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,10 months under 11 months,Loss,1949061.34
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,11 months under 12 months,NumberOfTransactions,2785092.21
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,11 months under 12 months,SalesPrice,21044144.06
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,11 months under 12 months,Basis,18947850.11
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,11 months under 12 months,Gain,2587645.42
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,11 months under 12 months,NumberOfTransactions,1371356.19
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,11 months under 12 months,SalesPrice,9916679.85
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,11 months under 12 months,Basis,11580076.48
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,11 months under 12 months,Loss,1652615.52
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 year or more,NumberOfTransactions,904609.6
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 year or more,SalesPrice,77694274.74
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 year or more,Basis,33063207.15
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,1 year or more,Gain,1987836.17
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 year or more,NumberOfTransactions,454594.84
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 year or more,SalesPrice,23677112.27
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 year or more,Basis,25487997.64
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,1 year or more,Loss,1504858.09
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Holding period not determinable,NumberOfTransactions,9135023.11
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Holding period not determinable,SalesPrice,890600483.2
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Holding period not determinable,Basis,856302943.8
SOIIndividualPanel,Table4,2007,ShortTerm,GainTransaction,AllAssets,Holding period not determinable,Gain,62368665
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Holding period not determinable,NumberOfTransactions,5562279.28
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Holding period not determinable,SalesPrice,1001490396
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Holding period not determinable,Basis,1031317173
SOIIndividualPanel,Table4,2007,ShortTerm,LossTransaction,AllAssets,Holding period not determinable,Loss,38919946
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,AllReturns,NumberOfTransactions,102183789
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,AllReturns,SalesPrice,1585033421
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,AllReturns,Basis,961589336.1
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,AllReturns,Gain,989370484.2
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,AllReturns,NumberOfTransactions,31133844.93
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,AllReturns,SalesPrice,366239783.3
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,AllReturns,Basis,457030503.5
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,AllReturns,Loss,101402616.4
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,Under 18 months,NumberOfTransactions,18793535.08
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,Under 18 months,SalesPrice,175117604.4
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,Under 18 months,Basis,148729969.9
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,Under 18 months,Gain,26871953.69
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,Under 18 months,NumberOfTransactions,7134265
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,Under 18 months,SalesPrice,54792080.62
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,Under 18 months,Basis,62377037.62
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,Under 18 months,Loss,8072609.41
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,18 months under 2 years,NumberOfTransactions,11672732.97
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,18 months under 2 years,SalesPrice,97985241.42
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,18 months under 2 years,Basis,79773075.28
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,18 months under 2 years,Gain,19617355.35
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,18 months under 2 years,NumberOfTransactions,4269303.88
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,18 months under 2 years,SalesPrice,33120912.63
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,18 months under 2 years,Basis,38498482.92
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,18 months under 2 years,Loss,5387118.33
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,2 years under 3 years,NumberOfTransactions,13488449.36
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,2 years under 3 years,SalesPrice,240516440.6
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,2 years under 3 years,Basis,103403465.4
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,2 years under 3 years,Gain,134442833.8
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,2 years under 3 years,NumberOfTransactions,4466595.99
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,2 years under 3 years,SalesPrice,52456676.79
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,2 years under 3 years,Basis,74127143.12
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,2 years under 3 years,Loss,21552781.2
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,3 years under 4 years,NumberOfTransactions,7717193.42
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,3 years under 4 years,SalesPrice,101087581.3
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,3 years under 4 years,Basis,73027102.55
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,3 years under 4 years,Gain,22361028.91
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,3 years under 4 years,NumberOfTransactions,2414747.75
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,3 years under 4 years,SalesPrice,25193265.75
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,3 years under 4 years,Basis,29739972.9
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,3 years under 4 years,Loss,4542233.99
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,4 years under 5 years,NumberOfTransactions,4440945.42
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,4 years under 5 years,SalesPrice,60240717.81
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,4 years under 5 years,Basis,40942102.31
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,4 years under 5 years,Gain,17527479.84
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,4 years under 5 years,NumberOfTransactions,1132069.31
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,4 years under 5 years,SalesPrice,13910835.09
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,4 years under 5 years,Basis,16408909.52
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,4 years under 5 years,Loss,2485491.74
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,5 years under 10 years,NumberOfTransactions,8424950.43
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,5 years under 10 years,SalesPrice,190838900.5
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,5 years under 10 years,Basis,113107445.2
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,5 years under 10 years,Gain,65780864.18
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,5 years under 10 years,NumberOfTransactions,4745491.63
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,5 years under 10 years,SalesPrice,37015808.39
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,5 years under 10 years,Basis,51895878.23
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,5 years under 10 years,Loss,14861015.58
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,10 years under 15 years,NumberOfTransactions,2546196.49
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,10 years under 15 years,SalesPrice,78197926.54
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,10 years under 15 years,Basis,34894922.3
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,10 years under 15 years,Gain,34584419.94
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,10 years under 15 years,NumberOfTransactions,641177.6
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,10 years under 15 years,SalesPrice,24949230.8
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,10 years under 15 years,Basis,32352962.58
SOIIndividualPanel,Table4,2007,LongTerm,LossTransaction,AllAssets,10 years under 15 years,Loss,7369343.82
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,15 years under 20 years,NumberOfTransactions,849546.51
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,15 years under 20 years,SalesPrice,48486672.92
SOIIndividualPanel,Table4,2007,LongTerm,GainTransaction,AllAssets,15 years under 20 years,Basis,23045004.29
